DTW_Dist_C0,DTW_Dist_C1,DTW_Dist_C2,DTW_Dist_C3,DTW_Dist_C4
0.588369174026238,1.1360521623011282,1.0089052329787156,0.6606479372694399,1.085639105285647
0.5984633912480839,1.10729171972313,0.9894098909375095,0.5845344882885483,1.0295026697703769
0.573759466561172,1.0904601504311962,0.9612245810983506,0.5628688548319264,1.0084721468410884
0.5142715747407878,1.0368172297693334,0.9100726058626678,0.6012952954553367,0.98250238409201
0.5491862410199166,1.0512611389829958,0.9364478190014004,0.5749729795569434,0.9760942496827261
0.44369951780608896,1.0387725932900116,0.8039892838575203,0.47830612265252415,0.9178200790779828
0.45167966380182634,1.0423509563195061,0.7993272084084163,0.4879224282287629,0.9220473777684567
0.44313192901842957,1.0335349775549603,0.7828705363000119,0.4892799907289954,0.9126391536966744
0.5033439129798023,1.0761277254794879,0.8165137804464534,0.5341084283826865,0.9589144125047859
0.4479889725212977,1.032822493494943,0.7690534277473334,0.5003514817473796,0.910279561125685
0.4487851388601423,1.0306000335604113,0.7607987672883826,0.5063959452764665,0.9081409028136739
0.4370923937246641,1.0193365806567167,0.742804513933459,0.5049060745110577,0.8953323797873228
0.4657733499105273,1.0181573458089137,0.7442569270632343,0.44046962103448956,0.8650823373116376
0.4100607436682593,0.8827048390585885,0.6392806580887035,0.21634585342098595,0.6040778213673119
0.5220290913666059,0.9767119495002565,0.7456722993933109,0.22352797074686337,0.7236176708420606
0.5141064789365422,0.9636256217819925,0.7185039180840638,0.2259577432978931,0.7061162555010755
0.5172244155272827,0.9614243760609015,0.7088091711242557,0.2352143779769864,0.7007029564870925
0.5146763094822504,0.9545177492949024,0.6932317808771004,0.24370390909734674,0.6909806727941871
0.5099039433571019,0.9461326992347466,0.6747966279969542,0.2551880284793292,0.6820560966716226
0.5093540553412554,0.9417046899391903,0.6593995669692534,0.2703289311808206,0.6769980543895182
0.43478857940644594,0.8702592373673759,0.5878494782654052,0.23246343706633055,0.5821203995045732
0.49349082939170225,0.9188222758100677,0.6307648208129952,0.26624140161121945,0.6434749461427385
0.46976454573606996,0.8997582826211311,0.6056656304193474,0.2728923016604454,0.617573490412689
0.5049789212707604,0.9225227209371112,0.6287785567377575,0.29656110693672655,0.6483003579890286
0.5046264241374256,0.9160951088699334,0.6151216453625863,0.3073533585224653,0.6402780188153673
0.534321569906218,0.9416744031218072,0.6348762557145373,0.34771791206312896,0.6772346532515365
0.5481901025332591,0.9509865001869267,0.6384971794983507,0.3771513144964974,0.6943517670012841
0.5295544971435489,0.9298053074580922,0.6082186117253694,0.37625048815476386,0.6719960527481226
0.5135103293675184,0.9089784845401402,0.5825516428520146,0.36794282766022784,0.6457711270186312
0.5017257570589249,0.8793732654030445,0.5494818407826829,0.3479420202102609,0.5974087664938145
0.5034924883764017,0.8303503445065203,0.4768573001923188,0.37149073627013207,0.48874559263776163
0.4910122284075283,0.8727783696825736,0.5803584135267305,0.32926835715545644,0.5694198345361959
0.6788552451093804,0.961115318284424,0.7057861990090433,0.36469935669630443,0.6285452027777444
0.7973464783907765,1.011721764206491,0.7904299687072137,0.43700660731468854,0.6502749054886933
0.8169006966161674,1.0015129549217185,0.7864870204230541,0.4661118489708778,0.6213799427437899
0.8051009138799623,0.9763131076564928,0.7591370103096351,0.47307980233715213,0.5901489065401296
0.8021118063659501,0.9746021313612112,0.7447893866800274,0.47769790650975236,0.5946850760078968
0.8128623055614022,0.9947849105939438,0.7527675901084321,0.4942867555318675,0.6313204150085673
0.7842484943045825,0.9824126095809413,0.7075504159166225,0.5072182181077344,0.6283485641567516
0.6018838437888931,0.9037019084492214,0.5490965172213977,0.4580302625644547,0.6167136253619493
0.6937681358734938,0.92655883140524,0.626369327429241,0.44230872619669204,0.5905935155946375
0.7661634376994785,0.9377169928644441,0.6770343658150204,0.48115684413126353,0.5686076650434287
0.7756883752824163,0.9446074586429972,0.6810213670771305,0.49433493424701486,0.5848250974066521
0.7681365246789915,0.9339000141004433,0.6658331484027435,0.49380322446591524,0.5777097763961926
0.7810467354743933,0.9543354932261596,0.6778903565947932,0.515643298097374,0.6152662103736137
0.779161876355901,0.9503679607820462,0.6680306407800611,0.5214234520337336,0.61432823052668
0.7756367261531505,0.9425428824804043,0.65649248855273,0.5237427620021772,0.6054248798040842
0.777809991741579,0.9436744210841881,0.6548154177915197,0.5302861620273118,0.6092516507798748
0.7943136614672548,0.9696540191672999,0.6874099989094082,0.5417938392043401,0.6558802293910833
0.7475323700626504,0.8845368849683083,0.5946955933886005,0.5096650040860737,0.5165786916596163
0.7491174951961777,0.8839552804944281,0.5903155599478089,0.5169426335934642,0.5189690067616474
0.7533061465315217,0.8942199312315356,0.6100309840425276,0.5073832085374779,0.5421042226048963
0.7555579406144322,0.8901076153023683,0.5971138870191791,0.520066041433203,0.5314177497432152
