Well_ID,Is_Anomaly,Freq_Norm,Vibration_Norm,Gas_Sat_Norm,Current_Norm,Intake_Press_Norm,Motor_Temp_Norm,Delta_Press_Norm,Pwr_Diff_Norm,Liq_Intake_Norm
2.0,1,0.19951406096083532,0.8622009152048956,0.12339190001351669,0.8453569522028218,0.0,0.8819724279662814,88.35653176592712,2.363394304372299,3.876404494338467
0.0,1,0.22917622543832616,0.8390192776689996,0.12339190001351669,1.048204731674591,0.0,0.9885538510851399,13.605535082091107,2.2547704059357283,3.2547169811013705
0.0,1,0.20302935793090043,0.8115942028867884,0.12339190001351669,1.0505552453582334,0.0,0.9313588909066973,14.44917367657746,1.7998606309188971,3.2547169811013705
0.0,1,0.20195194281050383,0.8115942028867884,0.12339190001351669,1.0455264302271707,0.0,1.0134801048111985,13.963023434184418,1.697854702450019,3.2547169811013705
0.0,1,0.20091225865406742,0.8115942028867884,0.12339190001351669,1.0436272515915264,0.0,0.9729051550225594,14.31724185704394,1.6891671426787338,3.2547169811013705
0.0,1,0.20059024944946352,0.8115942028867884,0.12339190001351669,1.0446237701589107,0.0,0.9212196927976505,14.352961140792459,1.6762718317194458,3.2547169811013705
0.0,1,0.2004581638704699,0.8115942028867884,0.12339190001351669,1.0438767333183416,0.0,1.0130736832863423,13.705824746502026,1.6400750046806536,3.2547169811013705
0.0,1,0.20089193036790068,0.8115942028867884,0.12339190001351669,1.0473158965123384,0.0,1.0210682089798877,13.819684579077643,1.7162118602883591,3.2547169811013705
0.0,1,0.20087557480561302,0.8115942028867884,0.12339190001351669,1.0495727489090068,0.0,0.983133318996281,14.008384564052948,1.7574649287138364,3.2547169811013705
0.0,1,0.20041436497803172,0.8115942028867884,0.12339190001351669,1.0464572459510397,0.0,0.9729744836644094,13.940249292803877,1.6902257233627982,3.2547169811013705
0.0,1,0.20026118722282626,0.8115942028867884,0.12339190001351669,1.0472586403655062,0.0,0.9774132390866643,14.030957931015424,1.7178517361689412,3.2547169811013705
0.0,1,0.20006193386289198,0.8115942028867884,0.12339190001351669,1.047741997875714,0.0,0.9732592992660999,14.040186209306205,1.7258970258140116,3.2547169811013705
0.0,1,0.19988163992507002,0.8115942028867884,0.12339190001351669,1.0451249725832554,0.0,0.9608551313929811,14.133345005111076,1.6839072463269649,3.2547169811013705
0.0,1,0.19987896919748424,0.8115942028867884,0.12339190001351669,1.0441636129312089,0.0,0.9514334295057042,14.1459820606226,1.656500929182763,3.2547169811013705
0.0,1,0.20006198203334727,0.8115942028867884,0.12339190001351669,1.0434995026857274,0.0,0.9753029329843649,14.009280341516448,1.6440969357454829,3.2547169811013705
0.0,1,0.20153477653347937,0.811550575060702,0.12339190001351669,1.0455387532010938,0.0,0.9346712170264234,14.3654354438752,1.6981311932037257,3.2547169811013705
0.0,1,0.2013649372661078,0.8115942028867884,0.12339190001351669,1.0467793702721009,0.0,0.9524105217411961,14.197364896811745,1.7140430132415496,3.2547169811013705
6.0,1,0.20280584688556497,0.811303174046213,0.12339190001351669,1.0488488512904128,0.0,0.9231948703948344,160.603852628961,1.4689764399883605,3.8547486033088854
0.0,1,0.2020072649742046,0.8115942028867884,0.12339190001351669,1.0436086779952063,0.0,0.899964805052546,14.54092178599223,1.687195212152219,3.2547169811013705
0.0,1,0.20002454931907337,0.8115942028867884,0.12339190001351669,1.043183755447962,0.0,1.0155162140299983,14.567456746624734,1.761461629938885,3.2547169811013705
4.0,1,0.20046909497924986,0.8115710389737453,0.12339190001351669,1.033953151061825,0.0,0.8350450497603543,45.12504987014189,1.4241526276864656,4.058823529364013
0.0,1,0.1995363186098177,0.8115942028867884,0.12339190001351669,1.042163336884905,0.0,0.9297592644485073,13.870305430182038,1.5835861981771842,3.2547169811013705
