Downtime,Current,Intake_Press,Motor_Temp,Freq,Vibration,Liq_Intake,Delta_Press,Gas_Sat,Pwr_Diff,Well_ID
0.0,0.4981802024878448,0.8267748124063421,0.3905385000034203,0.30615745844969977,0.0,0.8164504854138135,0.1465462721210966,0.0,0.3911149324231822,165
0.0,0.539769618633013,0.7905607519217759,0.4152102417965393,0.3766450785857911,0.0,0.8464783392912592,0.15478911152730612,4.681992047612043e-17,0.45673668908407317,165
0.0,0.5375360601420978,0.771090620974981,0.41523078749650155,0.3766450785857911,0.0,0.8363944873696457,0.18008736848409113,9.363984095224086e-17,0.4412964421410921,165
3.0,0.4894048989691129,0.7577203690466819,0.414992015519406,0.3729166356184277,0.0,0.7342459897011892,0.1420201300995152,1.8727968190448172e-16,0.4018443488345613,165
0.0,0.5352444754914369,0.75527042454562,0.4218767122472298,0.3766450785857911,0.0,0.7796900116675755,0.13413421851221008,2.8091952285672253e-16,0.4931917995874562,165
0.0,0.5311516067036814,0.7315030636273957,0.419779794192082,0.3766450785857911,0.0,0.7371905969869538,0.434619853779052,3.7455936380896344e-16,0.28230112948580466,165
0.0,0.5271251203975336,0.7168430982951094,0.416421456188635,0.3766450785857911,0.0,0.737120187159096,0.4503143089262207,9.363984095224086e-17,0.2569806474121692,165
0.0,0.523997677757075,0.7039702139627133,0.41244611210057736,0.3766450785857911,0.0,0.7246588084586236,0.46023227439217207,9.363984095224086e-17,0.25121539218806843,165
0.0,0.5216554108547173,0.6920349341014526,0.4116265159105801,0.3766450785857911,0.0,0.7486493492678192,0.49602804106712606,9.363984095224086e-17,0.17150777701881248,165
0.0,0.519106564577223,0.680818342423144,0.41632352686526186,0.3766450785857911,0.0,0.7148077745659966,0.4853088498743072,4.690428069319451e-16,0.22108278395254688,165
0.0,0.516664551011611,0.6706611735552243,0.4127089407659321,0.3766450785857911,0.0,0.7081546292791591,0.49464371992172973,2.817631250274635e-16,0.2115552109151091,165
0.0,0.5146527027938053,0.660525310506796,0.410401160725975,0.3766450785857911,0.0,0.6938411161356298,0.5016845091430757,1.8727968190448172e-16,0.21483828209741063,165
0.0,0.54860476230989,0.6444751399226422,0.44876682436484217,0.42608792019454933,0.0,0.7255572558239932,0.529151718527801,5.618390457134451e-16,0.230512694360963,165
2.0,0.6236169770499584,0.6444868587594204,0.6096312953543155,0.5405518297394014,0.003528926531117644,0.6033568830433993,0.5346015041116741,9.363984095224086e-17,0.517874463768353,165
0.0,0.6246254131196904,0.6093563107181479,0.6478197182683445,0.5531974631384129,0.0,0.7436578455075665,0.5462053273938419,3.7455936380896344e-16,0.391481675116891,165
0.0,0.6244187554443359,0.5852711816331485,0.6333137086578624,0.5531974631384129,0.0,0.7292654001177977,0.5624094711033814,2.817631250274635e-16,0.38472955062774883,165
0.0,0.6252593264025883,0.5684706402919439,0.6340845991750479,0.5531974631384129,0.0,0.7243819025942856,0.574581384219004,2.817631250274635e-16,0.37546467428773056,165
0.0,0.6234925821749409,0.5538096821792837,0.6299571745682231,0.5531974631384129,0.0,0.7138966890391937,0.5855223822788482,3.7455936380896344e-16,0.36988983849745116,165
0.0,0.6190831807121171,0.5401293907177551,0.6191278791097776,0.5531974631384129,0.0,0.7018644204288584,0.5953155514499326,4.690428069319451e-16,0.3622309928475871,165
0.0,0.6158636818465544,0.527668804947337,0.6084323029849852,0.5531974631384129,0.0,0.6915689086863432,0.6094655014330148,4.690428069319451e-16,0.3517952241107274,165
2.0,0.6150845562278588,0.5345832626477992,0.6070710619684956,0.543720729648212,0.0,0.617078325545974,0.572774491973099,2.817631250274635e-16,0.45986811344523604,165
0.0,0.6135588676114194,0.5144168794004147,0.6171038810611034,0.5531974631384129,0.0,0.6649918257569309,0.6097234745505591,4.690428069319451e-16,0.37539517677885126,165
3.0,0.606499805313093,0.5147809981665344,0.6292142390848676,0.5445195921123118,0.0008070411010616004,0.6332953859258998,0.6110391155786483,9.363984095224086e-17,0.3920688782766537,165
0.0,0.6047515936506889,0.49732362792349427,0.6324385627325517,0.5531974631384129,0.0,0.6583964152429316,0.6223754160175834,9.363984095224086e-17,0.3513977618166866,165
0.0,0.6018584999615664,0.4839811828564834,0.6281442164184536,0.5531974631384129,0.0,0.6489541952246433,0.6284187476779484,1.8727968190448172e-16,0.34935980676566647,165
0.0,0.5990007254847436,0.47186796791760266,0.6224836587535671,0.5531974631384129,0.0,0.6628566674388634,0.6487354267850844,3.7455936380896344e-16,0.2984730521170693,165
0.0,0.591589979145887,0.4615645481363063,0.6151497829834263,0.5531974631384129,0.0,0.6625681166411341,0.6593843655506215,4.2180108537045433e-16,0.26902340167586614,165
0.0,0.5812171299200157,0.4565224328771743,0.6014520055815753,0.5531974631384129,0.0,0.6410798777729828,0.6573071373166814,4.690428069319451e-16,0.28320415464861615,165
0.0,0.577292234875717,0.4479591620334923,0.5979272052945959,0.5531974631384129,0.0,0.6251776901832923,0.6498381820915147,4.690428069319451e-16,0.30676030897619855,165
0.0,0.5808342035039473,0.4379895634602966,0.6009994754484396,0.5662606557269392,0.0,0.6026220147234648,0.644565559320204,3.7455936380896344e-16,0.35399720850777827,165
3.0,0.5898353817931881,0.4244885194758572,0.627795986734986,0.5904934212413777,0.00016313979891690797,0.5127809348679334,0.6829228356899866,1.8727968190448172e-16,0.44722054118672183,165
0.0,0.5815456560329908,0.467627922201717,0.7039709901472779,0.5609757878479327,0.0,0.5836034860024253,0.6154789228758948,2.817631250274635e-16,0.4085433152691298,165
0.0,0.6421513979995499,0.40130274976050073,0.7701778991646373,0.6713738848875894,0.0,0.6826556776014473,0.6657526754795655,9.363984095224086e-17,0.3856658678625271,165
0.0,0.6853238090823259,0.36729653243625304,0.8540363975621457,0.7545936998499343,0.0,0.7012273282812992,0.6905354705739568,9.363984095224086e-17,0.42465057707964604,165
0.0,0.690833422774463,0.34684053676114024,0.8792253716653056,0.7738879438291901,0.0,0.6677761427969325,0.6952874042054034,2.817631250274635e-16,0.46688516223568133,165
0.0,0.6753032692418577,0.3332321818050685,0.8758382340990929,0.7738879438291901,0.0,0.6380439622875322,0.687296203895595,9.363984095224086e-17,0.4839404578876878,165
0.0,0.6650544094757622,0.32196480991418297,0.8547766035279798,0.7738879438291901,0.0,0.6372544656347066,0.7025886121681864,1.8727968190448172e-16,0.4532892234603443,165
0.0,0.657297403100789,0.3148333504598196,0.8397089619061804,0.7738879438291901,0.0,0.6527912122404174,0.7270000734191355,3.7455936380896344e-16,0.3933556162481171,165
0.0,0.6339183156729611,0.31953861867740596,0.7973339207891632,0.7504553260802114,0.00457687153264627,0.6168710339256626,0.7656186623254047,9.363984095224086e-17,0.34298453294260733,165
0.0,0.5717605928739928,0.3470302254467037,0.6082092505064907,0.6056034928795961,0.0,0.5830736756596915,0.7142335922267393,2.817631250274635e-16,0.2919198772605496,165
0.0,0.6115799500457131,0.3232576665042979,0.7086603552999904,0.6938711333997802,0.0,0.618226230474698,0.7156976228483258,2.817631250274635e-16,0.35574722770908807,165
0.0,0.6210287517142312,0.3102042409530419,0.7942972109337294,0.766598168698871,0.0,0.6018520864286898,0.7178332830409704,9.363984095224086e-17,0.41548831533752617,165
0.0,0.6135341178025868,0.30212453890614355,0.7863148495443895,0.7738879438291901,0.0,0.606640540013401,0.7233992137960166,3.7455936380896344e-16,0.38967442700051125,165
0.0,0.6045689635032954,0.2960905601506192,0.7694761902058342,0.7738879438291901,0.0,0.6016749956344083,0.7176526965841483,4.690428069319451e-16,0.386613351867072,165
